id,title,description,category,type,collection,is_new,subtype,manufacturer,catalog_id,finishes,position,sizes,thickness,material,shape,cut,diameter,length,width,height,source
908,Ceramică în formă de cerc,"cm 20x20 – 7 7/8”x7 7/8”

Disponibil în versiunile: BE/TA: Beige + Tabacco BI/TO: Bianco + Tortora BE/CA: Beige + Caramel BI/MA: Bianco + Mattone

Terrae reunește o abordare modernă a esenței clasice a teracotei cu puterea și atractivitatea practică a porțelanului staniu de ultima generație. În culori strălucitoare, vibrante, angajante, regeneratoare și delicate, discrete, subtile, invitatoare, tonurile decorative pământoase revin în prim-planul trendurilor de design interior. Un profund dor de a se conecta cu natura modelează o gamă de culori care încorporează plăcerea și emoția de a proiecta spații de viață cu un farmec nemuritor, capabil să transmită o senzație imediată de bine. Un contact cald care dezvăluie nenumăratele tonuri de culoare oferite de pigmenții și mineralele prețioase ale pământului, într-o colecție de porțelan staniu capabilă să captureze atenția și să aducă o atracție exotică și vibrantă în spații.",ceramice,CONCRETE,Terrae,False,CASALGRANDE PADANA,Casalgrande Padana,,"Grip R11, Naturale R10 A+B PTV>36",,"120 x 120 cm, 120 x 278 cm, 20 x 20 cm, 30 x 60 cm, 60 x 120 cm, 60 x 60 cm, 8.2 x 25 cm, 90 x 90 cm","20mm, 6mm, 9mm",Porcellanà stoneware,,,,,,,casalgrande padana
909,Metro Mud,"Colecția de porțelan staniu Metropolis a Casei Casalgrande Padana oferă o nouă perspectivă asupra naturii contemporane a betonului, creând suprafețe originale cu un impact vizual puternic, capabile să ofere designerilor posibilități nelimitate de expresie. O colecție de tip beton care depășește conceptul de placă ceramică modulară, spre designul spațiilor continue, fluide, în care placă ceramică devine un element de design care poate fi utilizat pentru acoperirea tuturor suprafețelor, atât în interior, cât și în exterior.",ceramice,CONCRETE,Metropolis,False,CASALGRANDE PADANA,Casalgrande Padana,,"Grip R11 A+B, Mat, Natural R 10 A+B, Natural R10",,"120 x 120 cm, 120 x 278 cm, 30 x 60 cm, 45 x 90 cm, 60 x 120 cm, 60 x 60 cm, 90 x 90 cm","20mm, 6mm, 9mm",Porcellanà stoneware,,,,,,,casalgrande padana
910,Metro Greige,"Colecția de porțelan staniu Metropolis a Casei Casalgrande Padana oferă o nouă perspectivă asupra naturii contemporane a betonului, creând suprafețe originale cu un impact vizual puternic, capabile să ofere designerilor posibilități nelimitate de expresie. O colecție de tip beton care depășește conceptul de placă ceramică modulară, spre designul spațiilor continue, fluide, în care placă ceramică devine un element de design care poate fi utilizat pentru acoperirea tuturor suprafețelor, atât în interior, cât și în exterior.",ceramice,CONCRETE,Metropolis,False,CASALGRANDE PADANA,Casalgrande Padana,,"Grip R11 A+B, Mat, Natural R 10 A+B, Natural R10",,"120 x 120 cm, 120 x 278 cm, 30 x 60 cm, 45 x 90 cm, 60 x 120 cm, 60 x 60 cm, 90 x 90 cm","20mm, 6mm, 9mm",Porcellanà stoneware,,,,,,,casalgrande padana
911,Metro Gri,"Colecția de porțelan staniu Metropolis a Casei Casalgrande Padana oferă o nouă perspectivă asupra naturii contemporane a betonului, creând suprafețe originale cu un impact vizual puternic, capabile să ofere designerilor posibilități nelimitate de expresie. O colecție de tip beton care depășește conceptul de placă ceramică modulară, spre designul spațiilor continue, fluide, în care placă ceramică devine un element de design care poate fi utilizat pentru acoperirea tuturor suprafețelor, atât în interior, cât și în exterior.",ceramice,CONCRETE,Metropolis,False,CASALGRANDE PADANA,Casalgrande Padana,,"Grip R11 A+B, Mat, Natural R 10 A+B, Natural R10",,"120 x 120 cm, 120 x 278 cm, 30 x 60 cm, 45 x 90 cm, 60 x 120 cm, 60 x 60 cm, 90 x 90 cm","20mm, 6mm, 9mm",Porcellanà stoneware,,,,,,,casalgrande padana
912,Metro Argintiu,"Colecția de porțelan staniu Metropolis a Casei Casalgrande Padana oferă o nouă perspectivă asupra naturii contemporane a betonului, creând suprafețe originale cu un impact vizual puternic, capabile să ofere designerilor posibilități nelimitate de expresie. O colecție de tip beton care depășește conceptul de placă ceramică modulară, spre designul spațiilor continue, fluide, în care placă ceramică devine un element de design care poate fi utilizat pentru acoperirea tuturor suprafețelor, atât în interior, cât și în exterior.",ceramice,CONCRETE,Metropolis,False,CASALGRANDE PADANA,Casalgrande Padana,,"Grip R11 A+B, Mat, Natural R 10 A+B, Natural R10",,"120 x 120 cm, 120 x 278 cm, 30 x 60 cm, 45 x 90 cm, 60 x 120 cm, 60 x 60 cm, 90 x 90 cm","20mm, 6mm, 9mm",Porcellanà stoneware,,,,,,,casalgrande padana
913,Metropolis Mosaico Mud 5x5,"cm 30x30 - 11 3/4”x11 3/4”

Tessera cm 5x5 - 2”x2”

Disponibil în toate culorile. Pe rețeaua

Colecția de porțelan stoneware Metropolis Casalgrande Padana oferă o nouă perspectivă asupra naturii contemporane a betonului, creând suprafețe originale cu un impact vizual puternic, capabile să ofere designerilor posibilități fără sfârșit de exprimare. O colecție cu efect de beton care depășește conceptul de placă modulară, spre designul spațiilor continue, fluide, în care placa ceramică devine un element de design care poate fi utilizată pentru acoperirea tuturor tipurilor de suprafețe, atât în interior, cât și în exterior.",ceramice,CONCRETE,Metropolis,False,CASALGRANDE PADANA,Casalgrande Padana,,"Grip R11 A+B, Mat, Natural R 10 A+B, Natural R10",,"120 x 120 cm, 120 x 278 cm, 30 x 60 cm, 45 x 90 cm, 60 x 120 cm, 60 x 60 cm, 90 x 90 cm","20mm, 6mm, 9mm",Porcellanà stoneware,,,,,,,casalgrande padana
914,Cemento Cassero Antracit,"Aceste plăci ceramice similare cu beton se potrivesc arhitecturii contemporane și sunt perfecte pentru spații rezidențiale, comerciale și publice.",ceramice,CONCRETE,Cemento,False,CASALGRANDE PADANA,Casalgrande Padana,,"Cassero R10 A+B, Natural R 10 A+B, Rasato R9 PTV>36",,"160 x 320 cm, 30 x 60 cm, 60 x 120 cm, 60 x 60 cm","12mm, 9mm",Porcellanà stoneware,,,,,,,casalgrande padana
915,Cemento Cassero Beige,"Aceste plăci ceramice similare cu beton se potrivesc arhitecturii contemporane și sunt perfecte pentru spații rezidențiale, comerciale și publice.",ceramice,CONCRETE,Cemento,False,CASALGRANDE PADANA,Casalgrande Padana,,"Cassero R10 A+B, Natural R 10 A+B, Rasato R9 PTV>36",,"160 x 320 cm, 30 x 60 cm, 60 x 120 cm, 60 x 60 cm","12mm, 9mm",Porcellanà stoneware,,,,,,,casalgrande padana
916,Cemento Cassero Bianco,"Aceste plăci ceramice similare cu beton se potrivesc arhitecturii contemporane și sunt perfecte pentru spații rezidențiale, comerciale și publice.",ceramice,CONCRETE,Cemento,False,CASALGRANDE PADANA,Casalgrande Padana,,"Cassero R10 A+B, Natural R 10 A+B, Rasato R9 PTV>36",,"160 x 320 cm, 30 x 60 cm, 60 x 120 cm, 60 x 60 cm","12mm, 9mm",Porcellanà stoneware,,,,,,,casalgrande padana
917,Cemento Rasato Grigio,"Aceste plăci ceramice similare cu beton se potrivesc arhitecturii contemporane și sunt perfecte pentru spații rezidențiale, comerciale și publice.",ceramice,CONCRETE,Cemento,False,CASALGRANDE PADANA,Casalgrande Padana,,"Cassero R10 A+B, Natural R 10 A+B, Rasato R9 PTV>36",,"160 x 320 cm, 30 x 60 cm, 60 x 120 cm, 60 x 60 cm","12mm, 9mm",Porcellanà stoneware,,,,,,,casalgrande padana
918,Grigio Antico,"Cercetarea estetică, inovarea tehnologică și procedeele sofisticate au făcut posibilă replicarea veiningului cu relief scăzut creat în secolele trecute în roci sedimentare din întreaga lume. Marmora este combinația perfectă între design și caracteristici tehnice: frumoasele striuri umplute cu lumină și contrasturile de culoare armonioase dau viață unui echilibru ideal al paternelor și structurii, evocând cele mai bune marmuri pe care natura le-a creat.",ceramice,Marble,Marmora,False,CASALGRANDE PADANA,Casalgrande Padana,,"Honed, Lucida, Smooth, Vein-Touch",,"10 x 60 cm, 120 x 120 cm, 120 x 278 cm, 30 x 60 cm, 60 x 120 cm, 60 x 60 cm","6mm, 9mm",Porcellanà stoneware,,,,,,,casalgrande padana
919,Lunense,"Cercetarea estetică, inovarea tehnologică și procedeele sofisticate au făcut posibilă replicarea veiningului cu relief scăzut creat în secolele trecute în roci sedimentare din întreaga lume. Marmora este combinația perfectă între design și caracteristici tehnice: frumoasele striuri umplute cu lumină și contrasturile de culoare armonioase dau viață unui echilibru ideal al paternelor și structurii, evocând cele mai bune marmuri pe care natura le-a creat.",ceramice,Marble,Marmora,False,CASALGRANDE PADANA,Casalgrande Padana,,"Honed, Lucida, Smooth, Vein-Touch",,"10 x 60 cm, 120 x 120 cm, 120 x 278 cm, 30 x 60 cm, 60 x 120 cm, 60 x 60 cm","6mm, 9mm",Porcellanà stoneware,,,,,,,casalgrande padana
920,Nero Antico,"Cercetarea estetică, inovarea tehnologică și procedeele sofisticate au făcut posibilă replicarea veiningului cu relief scăzut creat în secolele trecute în roci sedimentare din întreaga lume. Marmora este combinația perfectă între design și caracteristici tehnice: frumoasele striuri umplute cu lumină și contrasturile de culoare armonioase dau viață unui echilibru ideal al paternelor și structurii, evocând cele mai bune marmuri pe care natura le-a creat.",ceramice,Marble,Marmora,False,CASALGRANDE PADANA,Casalgrande Padana,,"Honed, Lucida, Smooth, Vein-Touch",,"10 x 60 cm, 120 x 120 cm, 120 x 278 cm, 30 x 60 cm, 60 x 120 cm, 60 x 60 cm","6mm, 9mm",Porcellanà stoneware,,,,,,,casalgrande padana
921,Pavonazzetto,"Cercetarea estetică, inovarea tehnologică și procedeele sofisticate au făcut posibilă replicarea veiningului cu relief scăzut creat în secolele trecute în roci sedimentare din întreaga lume. Marmora este combinația perfectă între design și caracteristici tehnice: frumoasele striuri umplute cu lumină și contrasturile de culoare armonioase dau viață unui echilibru ideal al paternelor și structurii, evocând cele mai bune marmuri pe care natura le-a creat.",ceramice,Marble,Marmora,False,CASALGRANDE PADANA,Casalgrande Padana,,"Honed, Lucida, Smooth, Vein-Touch",,"10 x 60 cm, 120 x 120 cm, 120 x 278 cm, 30 x 60 cm, 60 x 120 cm, 60 x 60 cm","6mm, 9mm",Porcellanà stoneware,,,,,,,casalgrande padana
922,Mosaico Listelli Marmora,"30x30 cm - 11 ¾” x 11 ¾”

Disponibil în toate culorile colecției. Tessera 5x15 cm - 2”x57/8”. Pe rețea

Cercetarea estetică, inovarea tehnologică și procedeele sofisticate au făcut posibilă replicarea veiningului cu relief scăzut creat în secolele trecute în roci sedimentare din întreaga lume. Marmora este combinația perfectă între design și caracteristici tehnice: frumoasele striuri umplute cu lumină și contrasturile de culoare armonioase dau viață unui echilibru ideal al paternelor și structurii, evocând cele mai bune marmuri pe care natura le-a creat.",ceramice,Marble,Marmora,False,CASALGRANDE PADANA,Casalgrande Padana,,"Honed, Lucida, Smooth, Vein-Touch",,"10 x 60 cm, 120 x 120 cm, 120 x 278 cm, 30 x 60 cm, 60 x 120 cm, 60 x 60 cm","6mm, 9mm",Porcellanà stoneware,,,,,,,casalgrande padana
923,Calacatta Extra,"Colectia Marmoker reproducează veiul marmurii, strălucirea și efectele culorilor frumoase, făcând fiecare placă unică. Marmoker include o selecție vastă de culori și texte, zece dimensiuni și trei finisaje, oferind o conturare contemporană a suprafețelor clasice de marmură. Aceste plăci cu caracteristici tehnice de primă clasă sunt o alegere naturală dacă doriți să adăugați un atingere luxuriantă și elegantă la pardoseale sau pereții oricărui spațiu.",ceramice,Marble,Marmoker,False,CASALGRANDE PADANA,Casalgrande Padana,,"Honed R10 A+B, Honed R9, Lucida",,"120 x 120 cm, 120 x 240 cm, 120 x 278 cm, 160 x 320 cm, 30 x 60 cm, 45 x 45 cm, 45 x 90 cm, 60 x 120 cm, 60 x 60 cm, 90 x 180 cm, 90 x 90 cm","10mm, 12mm, 6mm, 9mm",Porcellanà stoneware,,,,,,,casalgrande padana
924,Extra Oro,"Colectia Marmoker reproducează veiul marmurii, strălucirea și efectele culorilor frumoase, făcând fiecare placă unică. Marmoker include o selecție vastă de culori și texte, zece dimensiuni și trei finisaje, oferind o conturare contemporană a suprafețelor clasice de marmură. Aceste plăci cu caracteristici tehnice de primă clasă sunt o alegere naturală dacă doriți să adăugați un atingere luxuriantă și elegantă la pardoseale sau pereții oricărui spațiu.",ceramice,Marble,Marmoker,False,CASALGRANDE PADANA,Casalgrande Padana,,"Honed R10 A+B, Honed R9, Lucida",,"120 x 120 cm, 120 x 240 cm, 120 x 278 cm, 160 x 320 cm, 30 x 60 cm, 45 x 45 cm, 45 x 90 cm, 60 x 120 cm, 60 x 60 cm, 90 x 180 cm, 90 x 90 cm","10mm, 12mm, 6mm, 9mm",Porcellanà stoneware,,,,,,,casalgrande padana
925,Deep Dark,"Colectia Marmoker reproducează veiul marmurii, strălucirea și efectele culorilor frumoase, făcând fiecare placă unică. Marmoker include o selecție vastă de culori și texte, zece dimensiuni și trei finisaje, oferind o conturare contemporană a suprafețelor clasice de marmură. Aceste plăci cu caracteristici tehnice de primă clasă sunt o alegere naturală dacă doriți să adăugați un atingere luxuriantă și elegantă la pardoseale sau pereții oricărui spațiu.",ceramice,Marble,Marmoker,False,CASALGRANDE PADANA,Casalgrande Padana,,"Honed R10 A+B, Honed R9, Lucida",,"120 x 120 cm, 120 x 240 cm, 120 x 278 cm, 160 x 320 cm, 30 x 60 cm, 45 x 45 cm, 45 x 90 cm, 60 x 120 cm, 60 x 60 cm, 90 x 180 cm, 90 x 90 cm","10mm, 12mm, 6mm, 9mm",Porcellanà stoneware,,,,,,,casalgrande padana
926,Fior di Pesco,"Colectia Marmoker reproducează veiul marmurii, strălucirea și efectele culorilor frumoase, făcând fiecare placă unică. Marmoker include o selecție vastă de culori și texte, zece dimensiuni și trei finisaje, oferind o conturare contemporană a suprafețelor clasice de marmură. Aceste plăci cu caracteristici tehnice de primă clasă sunt o alegere naturală dacă doriți să adăugați un atingere luxuriantă și elegantă la pardoseale sau pereții oricărui spațiu.",ceramice,Marble,Marmoker,False,CASALGRANDE PADANA,Casalgrande Padana,,"Honed R10 A+B, Honed R9, Lucida",,"120 x 120 cm, 120 x 240 cm, 120 x 278 cm, 160 x 320 cm, 30 x 60 cm, 45 x 45 cm, 45 x 90 cm, 60 x 120 cm, 60 x 60 cm, 90 x 180 cm, 90 x 90 cm","10mm, 12mm, 6mm, 9mm",Porcellanà stoneware,,,,,,,casalgrande padana
927,Grafite,"Colectia Marmoker reproducează veiul marmurii, strălucirea și efectele culorilor frumoase, făcând fiecare placă unică. Marmoker include o selecție vastă de culori și texte, zece dimensiuni și trei finisaje, oferind o conturare contemporană a suprafețelor clasice de marmură. Aceste plăci cu caracteristici tehnice de primă clasă sunt o alegere naturală dacă doriți să adăugați un atingere luxuriantă și elegantă la pardoseale sau pereții oricărui spațiu.",ceramice,Marble,Marmoker,False,CASALGRANDE PADANA,Casalgrande Padana,,"Honed R10 A+B, Honed R9, Lucida",,"120 x 120 cm, 120 x 240 cm, 120 x 278 cm, 160 x 320 cm, 30 x 60 cm, 45 x 45 cm, 45 x 90 cm, 60 x 120 cm, 60 x 60 cm, 90 x 180 cm, 90 x 90 cm","10mm, 12mm, 6mm, 9mm",Porcellanà stoneware,,,,,,,casalgrande padana
928,Jolie,"Colectia Marmoker reproducează veiul marmurii, strălucirea și efectele culorilor frumoase, făcând fiecare placă unică. Marmoker include o selecție vastă de culori și texte, zece dimensiuni și trei finisaje, oferind o conturare contemporană a suprafețelor clasice de marmură. Aceste plăci cu caracteristici tehnice de primă clasă sunt o alegere naturală dacă doriți să adăugați un atingere luxuriantă și elegantă la pardoseale sau pereții oricărui spațiu.",ceramice,Marble,Marmoker,False,CASALGRANDE PADANA,Casalgrande Padana,,"Honed R10 A+B, Honed R9, Lucida",,"120 x 120 cm, 120 x 240 cm, 120 x 278 cm, 160 x 320 cm, 30 x 60 cm, 45 x 45 cm, 45 x 90 cm, 60 x 120 cm, 60 x 60 cm, 90 x 180 cm, 90 x 90 cm","10mm, 12mm, 6mm, 9mm",Porcellanà stoneware,,,,,,,casalgrande padana
929,Orange Black,"Colectia Marmoker reproducează veiul marmurii, strălucirea și efectele culorilor frumoase, făcând fiecare placă unică. Marmoker include o selecție vastă de culori și texte, zece dimensiuni și trei finisaje, oferind o conturare contemporană a suprafețelor clasice de marmură. Aceste plăci cu caracteristici tehnice de primă clasă sunt o alegere naturală dacă doriți să adăugați un atingere luxuriantă și elegantă la pardoseale sau pereții oricărui spațiu.",ceramice,Marble,Marmoker,False,CASALGRANDE PADANA,Casalgrande Padana,,"Honed R10 A+B, Honed R9, Lucida",,"120 x 120 cm, 120 x 240 cm, 120 x 278 cm, 160 x 320 cm, 30 x 60 cm, 45 x 45 cm, 45 x 90 cm, 60 x 120 cm, 60 x 60 cm, 90 x 180 cm, 90 x 90 cm","10mm, 12mm, 6mm, 9mm",Porcellanà stoneware,,,,,,,casalgrande padana
930,Pulpis Tortora,"Colectia Marmoker reproducează veiul marmurii, strălucirea și efectele culorilor frumoase, făcând fiecare placă unică. Marmoker include o selecție vastă de culori și texte, zece dimensiuni și trei finisaje, oferind o conturare contemporană a suprafețelor clasice de marmură. Aceste plăci cu caracteristici tehnice de primă clasă sunt o alegere naturală dacă doriți să adăugați un atingere luxuriantă și elegantă la pardoseale sau pereții oricărui spațiu.",ceramice,Marble,Marmoker,False,CASALGRANDE PADANA,Casalgrande Padana,,"Honed R10 A+B, Honed R9, Lucida",,"120 x 120 cm, 120 x 240 cm, 120 x 278 cm, 160 x 320 cm, 30 x 60 cm, 45 x 45 cm, 45 x 90 cm, 60 x 120 cm, 60 x 60 cm, 90 x 180 cm, 90 x 90 cm","10mm, 12mm, 6mm, 9mm",Porcellanà stoneware,,,,,,,casalgrande padana
931,Starry Night,"Colectia Marmoker reproducează veiul marmurii, strălucirea și efectele culorilor frumoase, făcând fiecare placă unică. Marmoker include o selecție vastă de culori și texte, zece dimensiuni și trei finisaje, oferind o conturare contemporană a suprafețelor clasice de marmură. Aceste plăci cu caracteristici tehnice de primă clasă sunt o alegere naturală dacă doriți să adăugați un atingere luxuriantă și elegantă la pardoseale sau pereții oricărui spațiu.",ceramice,Marble,Marmoker,False,CASALGRANDE PADANA,Casalgrande Padana,,"Honed R10 A+B, Honed R9, Lucida",,"120 x 120 cm, 120 x 240 cm, 120 x 278 cm, 160 x 320 cm, 30 x 60 cm, 45 x 45 cm, 45 x 90 cm, 60 x 120 cm, 60 x 60 cm, 90 x 180 cm, 90 x 90 cm","10mm, 12mm, 6mm, 9mm",Porcellanà stoneware,,,,,,,casalgrande padana
932,Statuario Altissimo,"Colectia Marmoker reproducează veiul marmurii, strălucirea și efectele culorilor frumoase, făcând fiecare placă unică. Marmoker include o selecție vastă de culori și texte, zece dimensiuni și trei finisaje, oferind o conturare contemporană a suprafețelor clasice de marmură. Aceste plăci cu caracteristici tehnice de primă clasă sunt o alegere naturală dacă doriți să adăugați un atingere luxuriantă și elegantă la pardoseale sau pereții oricărui spațiu.",ceramice,Marble,Marmoker,False,CASALGRANDE PADANA,Casalgrande Padana,,"Honed R10 A+B, Honed R9, Lucida",,"120 x 120 cm, 120 x 240 cm, 120 x 278 cm, 160 x 320 cm, 30 x 60 cm, 45 x 45 cm, 45 x 90 cm, 60 x 120 cm, 60 x 60 cm, 90 x 180 cm, 90 x 90 cm","10mm, 12mm, 6mm, 9mm",Porcellanà stoneware,,,,,,,casalgrande padana
933,Titan White,"Colectia Marmoker reproducează veiul marmurii, strălucirea și efectele culorilor frumoase, făcând fiecare placă unică. Marmoker include o selecție vastă de culori și texte, zece dimensiuni și trei finisaje, oferind o conturare contemporană a suprafețelor clasice de marmură. Aceste plăci cu caracteristici tehnice de primă clasă sunt o alegere naturală dacă doriți să adăugați un atingere luxuriantă și elegantă la pardoseale sau pereții oricărui spațiu.",ceramice,Marble,Marmoker,False,CASALGRANDE PADANA,Casalgrande Padana,,"Honed R10 A+B, Honed R9, Lucida",,"120 x 120 cm, 120 x 240 cm, 120 x 278 cm, 160 x 320 cm, 30 x 60 cm, 45 x 45 cm, 45 x 90 cm, 60 x 120 cm, 60 x 60 cm, 90 x 180 cm, 90 x 90 cm","10mm, 12mm, 6mm, 9mm",Porcellanà stoneware,,,,,,,casalgrande padana
934,Verde Aver,"Colectia Marmoker reproducează veiul marmurii, strălucirea și efectele culorilor frumoase, făcând fiecare placă unică. Marmoker include o selecție vastă de culori și texte, zece dimensiuni și trei finisaje, oferind o conturare contemporană a suprafețelor clasice de marmură. Aceste plăci cu caracteristici tehnice de primă clasă sunt o alegere naturală dacă doriți să adăugați un atingere luxuriantă și elegantă la pardoseale sau pereții oricărui spațiu.",ceramice,Marble,Marmoker,False,CASALGRANDE PADANA,Casalgrande Padana,,"Honed R10 A+B, Honed R9, Lucida",,"120 x 120 cm, 120 x 240 cm, 120 x 278 cm, 160 x 320 cm, 30 x 60 cm, 45 x 45 cm, 45 x 90 cm, 60 x 120 cm, 60 x 60 cm, 90 x 180 cm, 90 x 90 cm","10mm, 12mm, 6mm, 9mm",Porcellanà stoneware,,,,,,,casalgrande padana
935,Texturá Canvas Beige,"Cu atingerea sa blândă, suprafața Canvas originală și opțiunea de lemn Canneté cu șipci, Textura este ideală pentru spații simple și echilibrate. Se adaptează ușor oricărui stil, de la inspirațiile Art Deco la setări minimalistice, și arată bine în interioruri scandinave, clasice, industrial chic sau eclectice.

Noua colecție de plăci Elements este incredibil de versatilă și oferă o gamă largă de opțiuni de personalizare. Este acolo unde chicul urban se întâlnește cu căldura și frumusețea lemnului pentru compoziții fascinante, creative. Combinațiile inovatoare captează esența materialului, creând noi modalități de a imagina spații unde detalii pot fi amestecate și combinate pentru a oferi o experiență tactile, vizuală și senzorială extraordinară. Cele trei finisaje ale plăcilor de gresie porțelanată Elements pot fi aranjate în combinații tonale elegante sau contrastante de culori pentru a crea tranziții smooth între diferite zone ale casei sau pentru a defini zone funcționale atât în interior, cât și în exterior.",ceramice,RESIN,Elements Texture,False,CASALGRANDE PADANA,Casalgrande Padana,,"Canvas, Mat",,"120 x 120 cm, 120 x 278 cm, 60 x 120 cm, 60 x 60 cm","6mm, 9mm",Porcellanà stoneware,,,,,,,casalgrande padana
936,Texturá Canvas Alb,"Cu atingerea sa blândă, suprafața Canvas originală și opțiunea de lemn Canneté cu șipci, Textura este ideală pentru spații simple și echilibrate. Se adaptează ușor oricărui stil, de la inspirațiile Art Deco la setări minimalistice, și arată bine în interioruri scandinave, clasice, industrial chic sau eclectice.

Noua colecție de plăci Elements este incredibil de versatilă și oferă o gamă largă de opțiuni de personalizare. Este acolo unde chicul urban se întâlnește cu căldura și frumusețea lemnului pentru compoziții fascinante, creative. Combinațiile inovatoare captează esența materialului, creând noi modalități de a imagina spații unde detalii pot fi amestecate și combinate pentru a oferi o experiență tactile, vizuală și senzorială extraordinară. Cele trei finisaje ale plăcilor de gresie porțelanată Elements pot fi aranjate în combinații tonale elegante sau contrastante de culori pentru a crea tranziții smooth între diferite zone ale casei sau pentru a defini zone funcționale atât în interior, cât și în exterior.",ceramice,RESIN,Elements Texture,False,CASALGRANDE PADANA,Casalgrande Padana,,"Canvas, Mat",,"120 x 120 cm, 120 x 278 cm, 60 x 120 cm, 60 x 60 cm","6mm, 9mm",Porcellanà stoneware,,,,,,,casalgrande padana
937,Texturá Naturale Antracit,"Cu atingerea sa blândă, suprafața Canvas originală și opțiunea de lemn Canneté cu șipci, Textura este ideală pentru spații simple și echilibrate. Se adaptează ușor oricărui stil, de la inspirațiile Art Deco la setări minimalistice, și arată bine în interioruri scandinave, clasice, industrial chic sau eclectice.

Noua colecție de plăci Elements este incredibil de versatilă și oferă o gamă largă de opțiuni de personalizare. Este acolo unde chicul urban se întâlnește cu căldura și frumusețea lemnului pentru compoziții fascinante, creative. Combinațiile inovatoare captează esența materialului, creând noi modalități de a imagina spații unde detalii pot fi amestecate și combinate pentru a oferi o experiență tactile, vizuală și senzorială extraordinară. Cele trei finisaje ale plăcilor de gresie porțelanată Elements pot fi aranjate în combinații tonale elegante sau contrastante de culori pentru a crea tranziții smooth între diferite zone ale casei sau pentru a defini zone funcționale atât în interior, cât și în exterior.",ceramice,RESIN,Elements Texture,False,CASALGRANDE PADANA,Casalgrande Padana,,"Canvas, Mat",,"120 x 120 cm, 120 x 278 cm, 60 x 120 cm, 60 x 60 cm","6mm, 9mm",Porcellanà stoneware,,,,,,,casalgrande padana
938,Texturá Canvas Antracit,"Cu atingerea sa blândă, suprafața Canvas originală și opțiunea de lemn Canneté cu șipci, Textura este ideală pentru spații simple și echilibrate. Se adaptează ușor oricărui stil, de la inspirațiile Art Deco la setări minimalistice, și arată bine în interioruri scandinave, clasice, industrial chic sau eclectice.

Noua colecție de plăci Elements este incredibil de versatilă și oferă o gamă largă de opțiuni de personalizare. Este acolo unde chicul urban se întâlnește cu căldura și frumusețea lemnului pentru compoziții fascinante, creative. Combinațiile inovatoare captează esența materialului, creând noi modalități de a imagina spații unde detalii pot fi amestecate și combinate pentru a oferi o experiență tactile, vizuală și senzorială extraordinară. Cele trei finisaje ale plăcilor de gresie porțelanată Elements pot fi aranjate în combinații tonale elegante sau contrastante de culori pentru a crea tranziții smooth între diferite zone ale casei sau pentru a defini zone funcționale atât în interior, cât și în exterior.",ceramice,RESIN,Elements Texture,False,CASALGRANDE PADANA,Casalgrande Padana,,"Canvas, Mat",,"120 x 120 cm, 120 x 278 cm, 60 x 120 cm, 60 x 60 cm","6mm, 9mm",Porcellanà stoneware,,,,,,,casalgrande padana
939,Texturá Naturale Beige,"Cu atingerea sa blândă, suprafața Canvas originală și opțiunea de lemn Canneté cu șipci, Textura este ideală pentru spații simple și echilibrate. Se adaptează ușor oricărui stil, de la inspirațiile Art Deco la setări minimalistice, și arată bine în interioruri scandinave, clasice, industrial chic sau eclectice.

Noua colecție de plăci Elements este incredibil de versatilă și oferă o gamă largă de opțiuni de personalizare. Este acolo unde chicul urban se întâlnește cu căldura și frumusețea lemnului pentru compoziții fascinante, creative. Combinațiile inovatoare captează esența materialului, creând noi modalități de a imagina spații unde detalii pot fi amestecate și combinate pentru a oferi o experiență tactile, vizuală și senzorială extraordinară. Cele trei finisaje ale plăcilor de gresie porțelanată Elements pot fi aranjate în combinații tonale elegante sau contrastante de culori pentru a crea tranziții smooth între diferite zone ale casei sau pentru a defini zone funcționale atât în interior, cât și în exterior.",ceramice,RESIN,Elements Texture,False,CASALGRANDE PADANA,Casalgrande Padana,,"Canvas, Mat",,"120 x 120 cm, 120 x 278 cm, 60 x 120 cm, 60 x 60 cm","6mm, 9mm",Porcellanà stoneware,,,,,,,casalgrande padana
940,Texturá Naturale Alb,"Cu atingerea sa blândă, suprafața Canvas originală și opțiunea de lemn Canneté cu șipci, Textura este ideală pentru spații simple și echilibrate. Se adaptează ușor oricărui stil, de la inspirațiile Art Deco la setări minimalistice, și arată bine în interioruri scandinave, clasice, industrial chic sau eclectice.

Noua colecție de plăci Elements este incredibil de versatilă și oferă o gamă largă de opțiuni de personalizare. Este acolo unde chicul urban se întâlnește cu căldura și frumusețea lemnului pentru compoziții fascinante, creative. Combinațiile inovatoare captează esența materialului, creând noi modalități de a imagina spații unde detalii pot fi amestecate și combinate pentru a oferi o experiență tactile, vizuală și senzorială extraordinară. Cele trei finisaje ale plăcilor de gresie porțelanată Elements pot fi aranjate în combinații tonale elegante sau contrastante de culori pentru a crea tranziții smooth între diferite zone ale casei sau pentru a defini zone funcționale atât în interior, cât și în exterior.",ceramice,RESIN,Elements Texture,False,CASALGRANDE PADANA,Casalgrande Padana,,"Canvas, Mat",,"120 x 120 cm, 120 x 278 cm, 60 x 120 cm, 60 x 60 cm","6mm, 9mm",Porcellanà stoneware,,,,,,,casalgrande padana
